final_rank,title,year,genres,popularity_rank,rating_rank,final_score
1282,One Direction: This Is Us,,"Documentary, Music",N/A,1215,1528.00
1283,Grounded II: Making The Last of Us Part II,,Documentary,N/A,1217,1529.50
1284,First Reformed,,Drama,863,1752,1529.75
1285,"So Long, My Son",,Drama,N/A,1219,1531.00
1286,A Dog's Will,,"Comedy, Drama, Fantasy",2175,1318,1532.25
1287,Coming Out,,"Drama, Romance",N/A,1221,1532.50
1288,Les Misérables: The Staged Concert,,Music,N/A,1222,1533.25
1289,Tale of Tales,,"Animation, Adventure, Action, Fantasy, Family",N/A,1223,1534.00
1290,Save Ralph,,,N/A,1224,1534.75
1291,White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,,"Documentary, War",N/A,1227,1537.00
1292,2015 BTS Live The Most Beautiful Moment in Life,花樣年華,Music,N/A,1228,1537.75
1293,Ghost in the Shell,,"Action, Animation, Science Fiction",2010,1381,1538.25
1294,m.A.A.d,,"Music, Drama",N/A,1229,1538.50
1295,A Close Shave,,"Family, Animation, Comedy",N/A,1230,1539.25
1296,Safety Last!,,"Comedy, Romance",N/A,1231,1540.00
1297,Notorious,,"Thriller, Romance, Mystery",2172,1331,1541.25
1298,Last Year at Marienbad,,"Drama, Romance",N/A,1233,1541.50
1299,Paradise Lost: The Child Murders at Robin Hood Hills,,"Documentary, Crime",N/A,1234,1542.25
1300,The Red Balloon,,"Comedy, Drama, Family, Fantasy",N/A,1235,1543.00
1301,Linklater: On Cinema and Time,,Documentary,N/A,1237,1544.50
1302,Jazz,,,N/A,1238,1545.25
1303,"Diaries, Notes, and Sketches",,Documentary,N/A,1239,1546.00
1304,Annie Hall,,"Comedy, Drama, Romance",916,1757,1546.75
1305,The Makanai: Cooking for the Maiko House,,,N/A,1240,1546.75
1306,She Loves Me,,"Romance, Music, Comedy",N/A,1241,1547.50
1307,Short Cuts,,"Drama, Comedy",N/A,1242,1548.25
1308,Sherlock: Case of Evil,,"Action, Adventure, Crime, Drama, Mystery, Thriller, TV Movie",N/A,1243,1549.00
1309,Ernest & Celestine,,"Animation, Comedy, Drama, Family, Adventure",N/A,1244,1549.75
1310,One Day,,"Horror, Science Fiction, Thriller",1942,1421,1551.25
1311,An Audience with Adele,,"Music, Documentary",N/A,1247,1552.00
1312,Eat Drink Man Woman,,"Comedy, Drama, Romance",N/A,1249,1553.50
1313,Mr. Smith Goes to Washington,,"Comedy, Drama",N/A,1250,1554.25
1314,About Time,,"Drama, Romance, Fantasy",252,1989,1554.75
1315,Cosy Dens,,"Comedy, Drama",N/A,1251,1555.00
1316,Barton Fink,,"Comedy, Drama",1610,1537,1555.25
1317,My School President,,Comedy,N/A,1252,1555.75
1318,Chainsaw Man,,"Action, Comedy, Horror, Fantasy",N/A,1253,1556.50
1319,Scream,,"Horror, Mystery, Thriller",403,1941,1556.50
1320,All Watched Over by Machines of Loving Grace,,,N/A,1255,1558.00
1321,Tropical Malady,,"Drama, Romance, Fantasy",N/A,1256,1558.75
1322,Legally Blonde: The Musical,,"Music, Comedy",N/A,1258,1560.25
1323,Black Mirror: Shut Up and Dance,,,N/A,1259,1561.00
1324,Bakemonogatari,,,N/A,1260,1561.75
1325,The Final Exit of the Disciples of Ascensia,,"Comedy, Animation, Science Fiction",N/A,1261,1562.50
1326,Searching for Sugar Man,,"Music, Documentary",N/A,1262,1563.25
1327,In the Heat of the Sun,,"Drama, Romance",N/A,1263,1564.00
1328,Violet Evergarden: The Movie,,"Animation, Fantasy, Romance, Drama",N/A,1264,1564.75
1329,"Crouching Tiger, Hidden Dragon",,"Adventure, Drama, Action, Romance",1198,1688,1565.50
1330,Dont Look Back,,"Documentary, Music",N/A,1266,1566.25
1331,Onibaba,,Horror,2093,1391,1566.50
1332,The Wrestler,,"Drama, Romance",1504,1588,1567.00
1333,A Touch of Zen,,"Action, Adventure, Fantasy",N/A,1268,1567.75
1334,House of Cards,,Drama,N/A,1269,1568.50
1335,Firefly,,Fantasy,N/A,1271,1570.00
1336,Silenced,,Documentary,N/A,1272,1570.75
1337,Trouble in Paradise,,"Comedy, Crime, Romance",N/A,1273,1571.50
1338,Memorable,,"Animation, Drama",N/A,1274,1572.25
1339,Freaks and Geeks: The Documentary,,Documentary,N/A,1275,1573.00
1340,Pain and Glory,,Drama,1487,1603,1574.00
1341,Years and Years,,Comedy,N/A,1278,1575.25
1342,Judas and the Black Messiah,,"Drama, History",744,1854,1576.50
1343,Runaway,,"Science Fiction, Crime, Thriller, Drama",N/A,1280,1576.75
1344,Norm Macdonald: Me Doing Standup,,Comedy,N/A,1281,1577.50
1345,Revolution of Our Times,,Documentary,N/A,1282,1578.25
1346,I Saw the Devil,,"Thriller, Horror",1096,1739,1578.25
1347,The Times of Harvey Milk,,Documentary,N/A,1284,1579.75
1348,Absolutely,,Music,N/A,1285,1580.50
1349,Floating Weeds,,Drama,N/A,1286,1581.25
1350,Moving,,"Comedy, Family",N/A,1287,1582.00
1351,Camera Buff,,Drama,N/A,1289,1583.50
1352,The Lovely Month of May,,Documentary,N/A,1292,1585.75
1353,"Up, Down, Fragile",,"Mystery, Drama, Comedy, Romance, Music",N/A,1294,1587.25
1354,12th Fail,,Drama,N/A,1296,1588.75
1355,Tokyo Sonata,,"Drama, Family",N/A,1297,1589.50
1356,Chadwick Boseman: A Tribute for a King,,Documentary,N/A,1298,1590.25
1357,Hamlet,,Drama,N/A,1299,1591.00
1358,Rabbit Seasoning,,"Animation, Comedy",N/A,1300,1591.75
1359,Flower of Evil,,"Drama, Fantasy, Western, Horror",N/A,1301,1592.50
1360,George Carlin: Back in Town,,"Comedy, TV Movie",N/A,1302,1593.25
1361,The Good Bad Mother,,,N/A,1303,1594.00
1362,Melancholia,,"Drama, Science Fiction",747,1877,1594.50
1363,The Devil and Daniel Johnston,,"Documentary, Music",N/A,1304,1594.75
1364,The Crowd,,"Drama, Romance",N/A,1305,1595.50
1365,Faust,,"Drama, Fantasy",N/A,1306,1596.25
1366,Phantom of the Paradise,,"Music, Comedy, Horror",1895,1497,1596.50
1367,Late Autumn,,Drama,N/A,1307,1597.00
1368,Haikyuu!! Movie 3: Genius and Sense,,"Animation, Drama",N/A,1308,1597.75
1369,Black Panthers,,Documentary,N/A,1310,1599.25
1370,Canoa: A Shameful Memory,,"History, Crime",N/A,1311,1600.00
1371,Punishment Park,,"Drama, Thriller",N/A,1315,1603.00
1372,Anbe Sivam,,"Comedy, Drama",N/A,1316,1603.75
1373,Blindspotting,,"Comedy, Crime, Drama",2480,1312,1604.00
1374,In Cold Blood,,"Crime, Drama",N/A,1317,1604.50
1375,The Recorder Exam,,Drama,N/A,1320,1606.75
1376,"Welcome Back, Mr. McDonald",,Comedy,N/A,1321,1607.50
1377,Time: The Kalief Browder Story,,,N/A,1322,1608.25
1378,Disclosure,,"Thriller, Drama, Crime",N/A,1323,1609.00
1379,White Heat,,"Crime, Drama, Thriller",N/A,1324,1609.75
1380,The Brick and the Mirror,,Drama,N/A,1325,1610.50
1381,Shinjuku Boys,,Documentary,N/A,1326,1611.25
1382,Viridiana,,Drama,N/A,1327,1612.00
1383,Baby Reindeer,,Documentary,604,1949,1612.75
1384,3-Iron,,"Action, Adventure, Science Fiction",N/A,1330,1614.25
1385,Snatch,,"Crime, Comedy",591,1956,1614.75
1386,Paradise Kiss,,"Drama, Romance",N/A,1332,1615.75
1387,The Fabelmans,,Drama,368,2034,1617.50
1388,Maborosi,,Drama,N/A,1335,1618.00
1389,Marriage Story,,Drama,157,2106,1618.75
1390,Daughters,,Documentary,N/A,1336,1618.75
1391,A Summer's Tale,,"Romance, Drama, Comedy",N/A,1337,1619.50
1392,The Rescue,,"Documentary, Drama",N/A,1338,1620.25
1393,Ed Wood,,"Comedy, Drama, History",1648,1611,1620.25
1394,The Hero,,Drama,N/A,1339,1621.00
1395,The Office,,"Animation, Horror, Comedy",N/A,1340,1621.75
1396,10 Things I Hate About You,,"Comedy, Romance, Drama",47,2147,1622.00
1397,Food,,,N/A,1341,1622.50
1398,Beyoncé: Self-Titled,,"Documentary, Music",N/A,1342,1623.25
1399,"Black Country, New Road - “Live at Bush Hall”",,"Music, Documentary",N/A,1343,1624.00
1400,The Wolf of Wall Street,,"Crime, Drama, Comedy",27,2157,1624.50
1401,News from Home,,Documentary,N/A,1344,1624.75
1402,The Hustler,,"Drama, Romance",N/A,1345,1625.50
1403,The Owl House: For The Future,,,N/A,1346,1626.25
1404,The Master,,Drama,648,1953,1626.75
1405,Metallica and the San Francisco Symphony: S&M,,Music,N/A,1347,1627.00
1406,Babylon,,"Drama, Comedy",184,2108,1627.00
1407,Invincible,,"Drama, History",N/A,1348,1627.75
1408,Arctic Monkeys Live at Kings Theatre,,"Music, Documentary",N/A,1349,1628.50
1409,Ennio,,"Documentary, Music, History",N/A,1350,1629.25
1410,Strangers on a Train,,"Crime, Thriller",1750,1590,1630.00
1411,Patrick Melrose,,,N/A,1351,1630.00
1412,Generation War,,"Action, Science Fiction",N/A,1352,1630.75
1413,Led Zeppelin: Celebration Day,,Music,N/A,1353,1631.50
1414,Limelight,,"Romance, Drama, Music",N/A,1354,1632.25
1415,Linda Linda Linda,,"Adventure, Crime, Drama",N/A,1355,1633.00
1416,When We Were Kings,,Documentary,N/A,1356,1633.75
1417,Caché,,"Mystery, Drama, Thriller",1905,1544,1634.25
1418,Flower Boy: A Conversation,,Documentary,N/A,1357,1634.50
1419,Guaxuma,,"Animation, Drama",N/A,1358,1635.25
1420,Roger Waters: The Wall,,"Music, Documentary",N/A,1359,1636.00
1421,Sing Street,,"Romance, Drama, Music",932,1871,1636.25
1422,Apollo 11,,"Documentary, History, Drama",N/A,1360,1636.75
1423,Eyes Wide Shut,,"Drama, Thriller, Mystery",265,2095,1637.50
1424,The Battle of Chile: Part III,,Documentary,N/A,1362,1638.25
1425,ERASED,,"Action, Thriller",N/A,1363,1639.00
1426,Elevator to the Gallows,,"Crime, Drama, Thriller",N/A,1364,1639.75
1427,Mangrove,,Drama,N/A,1365,1640.50
1428,North & South,,"Adventure, Drama, Action, History, Thriller",N/A,1366,1641.25
1429,Evil Dead II,,"Horror, Comedy, Fantasy",775,1930,1641.25
1430,Carol,,"Romance, Drama",436,2044,1642.00
1431,Certified Copy,,"Drama, Romance",N/A,1368,1642.75
1432,Lady Vengeance,,"Drama, Thriller",1294,1760,1643.50
1433,The Meetings of Anna,,Drama,N/A,1369,1643.50
1434,The Nightingale's Prayer,,"Drama, Romance",N/A,1371,1645.00
1435,Monterey Pop,,"Music, Documentary",N/A,1373,1646.50
1436,The Cameraman,,"Comedy, Romance, Drama",N/A,1374,1647.25
1437,Badlands,,"Crime, Drama, Romance",1330,1753,1647.25
1438,Volver,,"Comedy, Drama, Romance",1748,1614,1647.50
1439,Boyz n the Hood,,"Crime, Drama",1349,1748,1648.25
1440,Tome of the Unknown: Harvest Melody,,"Animation, Adventure",N/A,1377,1649.50
1441,The Fall,,"Action, Comedy",2236,1454,1649.50
1442,SKY Castle,,"Adventure, Fantasy, Animation, Action, Family, Romance",N/A,1378,1650.25
1443,Gunbuster,,"Animation, Science Fiction, Drama, Action, Adventure",N/A,1380,1651.75
1444,Robot Dreams,,"Animation, Drama, Comedy, Science Fiction",1557,1684,1652.25
1445,Triumph Over Violence,,"Documentary, History, War",N/A,1382,1653.25
1446,No Other Land,,Documentary,N/A,1383,1654.00
1447,Son of Saul,,"War, Drama, Thriller",N/A,1384,1654.75
1448,Ikebukuro West Gate Park,,"Drama, Mystery, Crime, Action",N/A,1385,1655.50
1449,Johnny Guitar,,"Western, Drama, Romance",N/A,1386,1656.25
1450,Grim,,Horror,N/A,1387,1657.00
1451,The Rocky Horror Picture Show,,"Comedy, Science Fiction, Fantasy, Horror",427,2068,1657.75
1452,For All Mankind,,"Documentary, History",N/A,1388,1657.75
1453,"His Motorbike, Her Island",,"Romance, Drama",N/A,1389,1658.50
1454,The Twilight Samurai,,"Drama, Romance",N/A,1390,1659.25
1455,The Quince Tree Sun,,Documentary,N/A,1392,1660.75
1456,Au Hasard Balthazar,,Drama,N/A,1393,1661.50
1457,The Land,,Drama,N/A,1394,1662.25
1458,Casting Blossoms to the Sky,,"Fantasy, Drama, War",N/A,1395,1663.00
1459,Katatsumori,,Documentary,N/A,1397,1664.50
1460,BLACKPINK: The Show,,Music,N/A,1398,1665.25
1461,One Direction: Up All Night - The Live Tour,,"Music, Documentary",N/A,1399,1666.00
1462,"Bashu, the Little Stranger",,"Drama, War",N/A,1400,1666.75
1463,Casino Royale,,"Adventure, Action, Thriller",501,2056,1667.25
1464,And Then We Danced,,"Drama, Romance",N/A,1401,1667.50
1465,The Wild Bunch,,Western,N/A,1402,1668.25
1466,Peter Pan Goes Wrong,,"Comedy, Family, Music",N/A,1403,1669.00
1467,I Dream in Another Language,,"Fantasy, Drama",N/A,1404,1669.75
1468,One Cut of the Dead,,"Comedy, Horror",1816,1622,1670.50
1469,Long-Haired Hare,,"Animation, Comedy, Music",N/A,1405,1670.50
1470,Anora,,"Comedy, Drama, Romance",N/A,1407,1672.00
1471,Pierrot le Fou,,"Drama, Romance, Crime",1539,1717,1672.50
1472,Devilman Crybaby,,,N/A,1408,1672.75
1473,Death by Hanging,,"Comedy, Drama",N/A,1409,1673.50
1474,L'Avventura,,"Drama, Mystery",2468,1410,1674.50
1475,A Fugitive from the Past,,"Crime, Drama, Mystery",N/A,1412,1675.75
1476,Paint Drying,,,N/A,1413,1676.50
1477,The Second Night,,Drama,N/A,1414,1677.25
1478,Mysteries of Lisbon,,Drama,N/A,1415,1678.00
1479,Ballad of a Soldier,,"Drama, Romance, War",N/A,1416,1678.75
1480,Los Angeles Plays Itself,,Documentary,N/A,1417,1679.50
1481,In Space with Markiplier: Part 2,,"Adventure, Comedy, Science Fiction",N/A,1418,1680.25
1482,World on a Wire,,Documentary,N/A,1419,1681.00
1483,Fires on the Plain,,"Drama, War",N/A,1420,1681.75
1484,Fighting in the Age of Loneliness,,,N/A,1422,1683.25
1485,Joe Pera Helps You Find the Perfect Christmas Tree,,"Comedy, TV Movie",N/A,1423,1684.00
1486,The Disastrous Life of Saiki K.: Reawakened,,,N/A,1425,1685.50
1487,Free Solo,,"Documentary, Adventure",1717,1675,1685.50
1488,Don't Hug Me I'm Scared 6,,"Animation, Horror, Music, Fantasy",N/A,1426,1686.25
1489,Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,,"Action, Comedy, Science Fiction, Animation",N/A,1427,1687.00
1490,The Insider,,"Drama, Thriller",2130,1540,1687.50
1491,2046,,"Drama, Science Fiction, Romance",1548,1734,1687.50
1492,Fleetwood Mac: The Dance,,"Music, Documentary",N/A,1429,1688.50
1493,Sonatine,,"Action, Crime, Thriller",N/A,1430,1689.25
1494,Dangerous Days: Making 'Blade Runner',,Documentary,N/A,1431,1690.00
1495,They Don't Wear Black Tie,,Drama,N/A,1432,1690.75
1496,All Quiet on the Western Front,,"Drama, War, Action",322,2148,1691.50
1497,Earthlings,,Documentary,N/A,1433,1691.50
1498,My True Brilliant Friend,,Documentary,N/A,1434,1692.25
1499,A Story of Yonosuke,,"Drama, Romance, Comedy",N/A,1435,1693.00
1500,Diary of a Country Priest,,Drama,N/A,1436,1693.75
1501,"Love, Antosha",,Documentary,N/A,1437,1694.50
1502,Only Angels Have Wings,,"Romance, Adventure, Drama",N/A,1439,1696.00
1503,Reminiscences of a Journey to Lithuania,,Documentary,N/A,1441,1697.50
1504,"What's Up, Doc?",,"Comedy, Romance",N/A,1442,1698.25
1505,Thin Watermelon,,,N/A,1443,1699.00
1506,The Little Mermaid,,"Adventure, Family, Fantasy, Romance",674,2041,1699.25
1507,The Rules of the Game,,"Drama, Comedy, Romance",N/A,1444,1699.75
1508,"Blue Mountains, or Unbelievable Story",,"Comedy, Drama",N/A,1445,1700.50
1509,Paperman,,"Animation, Family, Romance",N/A,1446,1701.25
1510,The Phantom Carriage,,"Drama, Fantasy, Horror",N/A,1447,1702.00
1511,Cold War,,"Drama, Romance, War, Music",1393,1806,1702.75
1512,Instrument,,"Documentary, Music",N/A,1448,1702.75
1513,Ethos,,Documentary,N/A,1449,1703.50
1514,Fawlty Towers Revisited,,"Documentary, TV Movie",N/A,1450,1704.25
1515,Beyoncé: I Am... World Tour,,"Music, Documentary",N/A,1451,1705.00
1516,Kamikaze Girls,,Comedy,N/A,1452,1705.75
1517,Matewan,,"Drama, History",N/A,1453,1706.50
1518,The Amazonian Angel,,Documentary,N/A,1455,1708.00
1519,Decker: Port of Call: Hawaii,,"Action, Thriller, Comedy, TV Movie",N/A,1456,1708.75
1520,Cowboy Bebop: The Movie,,"Action, Animation, Science Fiction",N/A,1457,1709.50
1521,Fire in Castilla,Tactilvision from the Moor of the Fright,"Documentary, Animation",N/A,1458,1710.25
1522,"One Sings, the Other Doesn't",,Drama,N/A,1459,1711.00
1523,The Guy Who Didn't Like Musicals,,"Music, Comedy, Horror",N/A,1460,1711.75
1524,Blue Collar,,"Drama, Crime",N/A,1461,1712.50
1525,Céline,,"Documentary, Music",N/A,1464,1714.75
1526,Made In Abyss,,"Animation, Adventure, Fantasy, Mystery, Drama, Science Fiction",N/A,1465,1715.50
1527,Concerning Violence,,Documentary,N/A,1466,1716.25
1528,Orpheus,,"Drama, Thriller, TV Movie",N/A,1467,1717.00
1529,Bitter Lake,,Documentary,N/A,1468,1717.75
1530,The Trap: What Happened to Our Dream of Freedom,,,N/A,1469,1718.50
1531,My house walk-through,,Horror,N/A,1471,1720.00
1532,Run with the Wind,,Drama,N/A,1472,1720.75
1533,Sense8: Happy F*cking New Year,,,N/A,1473,1721.50
1534,3 Idiots,,"Drama, Comedy",2322,1522,1722.00
1535,I Am a Fugitive from a Chain Gang,,"Drama, Crime",N/A,1474,1722.25
1536,Gentleman Jack,,Documentary,N/A,1475,1723.00
1537,Good Time,,"Crime, Thriller",380,2171,1723.25
1538,My Darling Clementine,,"Western, Romance, Drama",N/A,1476,1723.75
1539,Stroszek,,Drama,N/A,1477,1724.50
1540,Society of the Snow: Who Were We on the Mountain?,,Documentary,N/A,1478,1725.25
1541,Damnation,,"Animation, Horror, Action",N/A,1479,1726.00
1542,5 Seconds of Summer: The Feeling of Falling Upwards - Live from Royal Albert Hall,,Music,N/A,1480,1726.75
1543,Birdman or,The Unexpected Virtue of Ignorance,"Drama, Comedy",212,2232,1727.00
1544,28 Up,,Documentary,N/A,1481,1727.50
1545,Vincenzo,,Drama,N/A,1482,1728.25
1546,Fantastic Planet,,"Animation, Science Fiction",991,1974,1728.25
1547,"Hi, How Are You Daniel Johnston?",,Documentary,N/A,1483,1729.00
1548,The Crown,,Documentary,N/A,1484,1729.75
1549,Letter from an Unknown Woman,,"Drama, Romance",N/A,1485,1730.50
1550,House,,"Comedy, Horror, Fantasy",679,2082,1731.25
1551,Our Beloved Summer,,,N/A,1486,1731.25
1552,The Bad Sleep Well,,"Crime, Drama, Thriller",N/A,1487,1732.00
1553,Made in Hong Kong,,"Crime, Drama, Comedy",N/A,1489,1733.50
1554,The Work,,Documentary,N/A,1490,1734.25
1555,The Big Heat,,"Crime, Thriller",N/A,1491,1735.00
1556,The Witness,,,N/A,1492,1735.75
1557,Zoku Owarimonogatari,,"Animation, Comedy, Mystery, Fantasy",N/A,1493,1736.50
1558,Roots,,Drama,N/A,1494,1737.25
1559,Vive L'Amour,,Drama,N/A,1495,1738.00
1560,Racionais MC's: From the Streets of São Paulo,,"Documentary, Music",N/A,1496,1738.75
1561,The Hour of Liberation Has Arrived,,Documentary,N/A,1498,1740.25
1562,Emicida: AmarElo – Ao Vivo,,"Music, Documentary",N/A,1499,1741.00
1563,Forever a Woman,,Drama,N/A,1500,1741.75
1564,Mad About Men,,"Fantasy, Drama, Comedy, Romance",N/A,1501,1742.50
1565,Godzilla,,"Action, Drama, Science Fiction",1841,1710,1742.75
1566,Carlito's Way,,"Crime, Drama, Thriller",1779,1731,1743.00
1567,Primal: Tales of Savagery,,"Action, Adventure, Animation, Drama",N/A,1502,1743.25
1568,Ryuichi Sakamoto: Coda,,"Documentary, Music",N/A,1503,1744.00
1569,Hasan Minhaj: Homecoming King,,"Comedy, Documentary",N/A,1504,1744.75
1570,Our Little Sister,,"Drama, Family",N/A,1505,1745.50
1571,Toy Story 3,,"Animation, Family, Comedy",273,2238,1746.75
1572,Our Blues,,"Romance, Drama",N/A,1507,1747.00
1573,August in the Water,,"Science Fiction, Drama, Fantasy",N/A,1509,1748.50
1574,Kanye With Special Guest Drake - Free Larry Hoover Benefit Concert,,"Music, Documentary",N/A,1510,1749.25
1575,Homeland: Iraq Year Zero,,Documentary,N/A,1511,1750.00
1576,"It's the Great Pumpkin, Charlie Brown",,"Family, Animation, TV Movie, Comedy",N/A,1513,1751.50
1577,The Simpsons Christmas Special,,,N/A,1514,1752.25
1578,Adele: Live at the Royal Albert Hall,,Music,N/A,1515,1753.00
1579,The Kingdom of Dreams and Madness,,Documentary,N/A,1516,1753.75
1580,Under the Queen's Umbrella,,,N/A,1517,1754.50
1581,The Tree of Wooden Clogs,,Drama,N/A,1520,1756.75
1582,Black Bird,,"Drama, War",N/A,1521,1757.50
1583,Niall Horan: Live at the Royal Albert Hall,,"Music, Documentary",N/A,1523,1759.00
1584,Knives Out,,"Comedy, Crime, Mystery",16,2340,1759.00
1585,102 Minutes That Changed America,,Documentary,N/A,1524,1759.75
1586,Kramer vs. Kramer,,Drama,1670,1790,1760.00
1587,The Earrings of Madame de...,,"Drama, Romance",N/A,1525,1760.50
1588,Down by Law,,"Crime, Drama, Comedy",N/A,1526,1761.25
1589,From the Earth to the Moon,,"Science Fiction, Adventure",N/A,1527,1762.00
1590,Secret Sunshine,,Drama,N/A,1528,1762.75
1591,A Heist with Markiplier,,"Adventure, Comedy, Crime",N/A,1529,1763.50
1592,Date Wine,,Drama,N/A,1530,1764.25
1593,Lessons in Chemistry,,,N/A,1531,1765.00
1594,Southern Comfort,,"Action, Thriller",N/A,1532,1765.75
1595,Idiot Prayer: Nick Cave Alone at Alexandra Palace,,Music,N/A,1533,1766.50
1596,Lady Snowblood,,"Action, Crime, Drama",N/A,1534,1767.25
1597,Top Gun: Maverick,,"Action, Drama",92,2326,1767.50
1598,Iruvar,,Drama,N/A,1536,1768.75
1599,Us and Them,,"Drama, Romance",N/A,1538,1770.25
1600,Someday or One Day,,"Mystery, Romance, Science Fiction, Fantasy",N/A,1539,1771.00
1601,The Assassination of Jesse James by the Coward Robert Ford,,"Drama, Western",1438,1884,1772.50
1602,Homework,,"Comedy, Drama",N/A,1541,1772.50
